qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_103,gi|602267027|ref|NR_044663.2|,245,97,70.612,5.19e-26,2089,Anaeroplasma varium strain A2-T 16S ribosomal RNA, partial sequence
unassigned_103,gi|602267012|ref|NR_044675.2|,245,97,70.204,2.21e-24,2088,Anaeroplasma bactoclasticum strain JR 16S ribosomal RNA, partial sequence
unassigned_103,gi|636558635|ref|NR_114692.1|,247,97,70.445,3.27e-22,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_103,gi|444304220|ref|NR_074645.1|,247,97,70.445,3.27e-22,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_103,gi|265678309|ref|NR_028611.1|,247,97,70.040,1.39e-20,89152,[Clostridium] hiranonis strain TO-931 16S ribosomal RNA, partial sequence
unassigned_103,gi|343198452|ref|NR_041885.1|,247,97,70.040,1.39e-20,181070,Proteocatella sphenisci strain PPP2 16S ribosomal RNA, partial sequence
unassigned_103,gi|444303879|ref|NR_074301.1|,243,96,69.547,1.39e-20,512564,Mycoplasma crocodyli MP145 16S ribosomal RNA, partial sequence
unassigned_103,gi|228716184|ref|NR_027548.1|,243,96,69.547,1.39e-20,512564,Mycoplasma crocodyli MP145 16S ribosomal RNA, partial sequence
unassigned_103,gi|343201039|ref|NR_041726.1|,249,98,69.478,4.86e-20,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_103,gi|224581446|ref|NR_027228.1|,245,97,68.980,4.86e-20,72026,Helcococcus ovis strain s840-96-2 16S ribosomal RNA, partial sequence
unassigned_104,gi|566085366|ref|NR_109415.1|,75,29,82.667,5.66e-13,1034943,Legionella massiliensis strain LegA 16S ribosomal RNA, partial sequence
unassigned_104,gi|645322612|ref|NR_119320.1|,75,29,81.333,6.90e-12,45075,Legionella shakespearei strain NCTC 12829 16S ribosomal RNA, partial sequence
unassigned_104,gi|645322229|ref|NR_119028.1|,75,29,81.333,6.90e-12,455,Legionella jamestowniensis strain ATCC 35298 16S ribosomal RNA, partial sequence
unassigned_104,gi|645322216|ref|NR_119018.1|,75,29,81.333,6.90e-12,456,Legionella jordanis strain ATCC 33623 16S ribosomal RNA, partial sequence
unassigned_104,gi|444303966|ref|NR_074389.1|,78,30,79.487,6.90e-12,434131,Neorickettsia risticii str. Illinois 16S ribosomal RNA, partial sequence
unassigned_104,gi|343206379|ref|NR_044971.1|,75,29,81.333,6.90e-12,45076,Legionella worsleiensis strain NCTC 12377 16S ribosomal RNA, partial sequence
unassigned_104,gi|343206373|ref|NR_044965.1|,75,29,81.333,6.90e-12,45072,Legionella quateirensis strain 1335 16S ribosomal RNA, partial sequence
unassigned_104,gi|343206370|ref|NR_044962.1|,75,29,81.333,6.90e-12,39962,Legionella moravica strain NCTC 12239 16S ribosomal RNA, partial sequence
unassigned_104,gi|343206367|ref|NR_044959.1|,75,29,81.333,6.90e-12,455,Legionella jamestowniensis strain NCTC 11981 16S ribosomal RNA, partial sequence
unassigned_104,gi|343206156|ref|NR_044746.1|,78,30,79.487,6.90e-12,951,Neorickettsia sennetsu strain Miyayama 16S ribosomal RNA, partial sequence
unassigned_105,gi|343198433|ref|NR_041814.1|,252,98,71.825,4.31e-27,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_105,gi|265678477|ref|NR_028780.1|,255,100,71.373,4.31e-27,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_105,gi|645321302|ref|NR_118301.1|,258,100,71.705,1.51e-26,594679,Allofrancisella guangzhouensis strain 08HL01032 16S ribosomal RNA, partial sequence
unassigned_105,gi|1315204048|ref|NR_152718.1|,258,100,71.705,1.51e-26,1085644,Allofrancisella frigidaquae strain SYSU 10HL1970 16S ribosomal RNA, partial sequence
unassigned_105,gi|1315204047|ref|NR_152717.1|,258,100,71.705,1.51e-26,1085647,Allofrancisella inopinata strain SYSU YG23 16S ribosomal RNA, partial sequence
unassigned_105,gi|566084881|ref|NR_108381.1|,258,100,71.705,1.51e-26,594679,Allofrancisella guangzhouensis strain 08HL01032 16S ribosomal RNA, partial sequence
unassigned_105,gi|1445135992|ref|NR_158032.1|,255,100,70.980,5.25e-26,2035344,Amylibacter cionae strain H-12 16S ribosomal RNA, partial sequence
unassigned_105,gi|961555084|ref|NR_134052.1|,255,100,70.980,5.25e-26,1290553,Halocynthiibacter namhaensis strain RA2-3 16S ribosomal RNA, partial sequence
unassigned_105,gi|219857544|ref|NR_025132.1|,252,98,71.032,1.83e-25,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_105,gi|343206157|ref|NR_044747.1|,255,100,70.588,2.23e-24,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_106,gi|645321869|ref|NR_118741.1|,256,100,71.094,6.35e-25,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_106,gi|343206157|ref|NR_044747.1|,256,100,70.703,2.70e-23,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_106,gi|659364651|ref|NR_121714.1|,256,100,70.703,2.70e-23,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_106,gi|219846371|ref|NR_025962.1|,256,100,70.703,2.70e-23,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_106,gi|310975195|ref|NR_037059.1|,256,100,70.312,3.29e-22,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_106,gi|1270533066|ref|NR_074500.2|,256,100,70.312,3.29e-22,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_106,gi|1230874639|ref|NR_148800.1|,257,100,70.817,1.15e-21,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_106,gi|343198433|ref|NR_041814.1|,251,98,70.120,4.00e-21,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_106,gi|470467096|ref|NR_074155.1|,256,100,69.922,1.40e-20,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_106,gi|343201039|ref|NR_041726.1|,250,98,69.600,1.70e-19,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_107,gi|343198433|ref|NR_041814.1|,251,98,70.518,9.42e-23,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_107,gi|645321869|ref|NR_118741.1|,256,100,70.312,3.29e-22,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_107,gi|343206157|ref|NR_044747.1|,256,100,70.312,3.29e-22,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_107,gi|219857483|ref|NR_025071.1|,240,95,70.000,1.15e-21,114882,Mycoplasma elephantis strain E42 16S ribosomal RNA, partial sequence
unassigned_107,gi|219857482|ref|NR_025070.1|,240,95,70.000,1.15e-21,114883,Mycoplasma equigenitalium strain T37 16S ribosomal RNA, partial sequence.
unassigned_107,gi|1779814871|ref|NR_164946.1|,254,100,69.685,4.00e-21,2670347,Pseudofrancisella aestuarii strain SYSU WZ-2 16S ribosomal RNA, partial sequence
unassigned_107,gi|1315204048|ref|NR_152718.1|,254,100,69.685,4.00e-21,1085644,Allofrancisella frigidaquae strain SYSU 10HL1970 16S ribosomal RNA, partial sequence
unassigned_107,gi|1315204047|ref|NR_152717.1|,254,100,69.685,4.00e-21,1085647,Allofrancisella inopinata strain SYSU YG23 16S ribosomal RNA, partial sequence
unassigned_107,gi|343198795|ref|NR_043696.1|,254,100,69.685,4.00e-21,657445,Francisella noatunensis strain 2005/50/F292-6C 16S ribosomal RNA, partial sequence
unassigned_107,gi|659364651|ref|NR_121714.1|,256,100,69.922,1.40e-20,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_108,gi|645321869|ref|NR_118741.1|,253,100,74.308,4.87e-39,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_108,gi|470467096|ref|NR_074155.1|,253,100,74.308,4.87e-39,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_108,gi|1269807825|ref|NR_074513.2|,254,100,74.409,1.70e-38,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_108,gi|343206157|ref|NR_044747.1|,253,100,73.913,5.94e-38,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_108,gi|636559447|ref|NR_115506.1|,222,88,76.126,2.07e-37,33036,Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence
unassigned_108,gi|636559444|ref|NR_115503.1|,222,88,76.126,2.07e-37,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_108,gi|1193829151|ref|NR_147394.1|,222,88,76.126,2.07e-37,1870994,Urmitella timonensis strain Marseille-P2918 16S ribosomal RNA, partial sequence
unassigned_108,gi|444304151|ref|NR_074575.1|,222,88,76.126,2.07e-37,525919,Anaerococcus prevotii DSM 20548 16S ribosomal RNA, partial sequence
unassigned_108,gi|343201185|ref|NR_041941.1|,222,88,76.126,2.07e-37,33036,Anaerococcus tetradius strain CCUG 46590 16S ribosomal RNA, partial sequence
unassigned_108,gi|343201183|ref|NR_041939.1|,222,88,76.126,2.07e-37,525919,Anaerococcus prevotii DSM 20548 strain CCUG 41932 16S ribosomal RNA, partial sequence
unassigned_109,gi|959494963|ref|NR_133820.1|,113,63,97.345,1.95e-48,1333662,Polaribacter atrinae strain WP25 16S ribosomal RNA, partial sequence
unassigned_109,gi|1491521050|ref|NR_159336.1|,113,63,97.345,1.95e-48,2022337,Polaribacter staleyi strain 10Alg 139 16S ribosomal RNA, partial sequence
unassigned_109,gi|219846368|ref|NR_025959.1|,113,63,97.345,1.95e-48,1248440,Polaribacter franzmannii ATCC 700399 strain 301 16S ribosomal RNA, partial sequence
unassigned_109,gi|343198523|ref|NR_042779.1|,113,63,97.345,1.95e-48,218490,Polaribacter butkevichii strain KMM 3938 16S ribosomal RNA, partial sequence
unassigned_109,gi|566085325|ref|NR_109324.1|,113,63,97.345,1.95e-48,985043,Polaribacter sejongensis strain KOPRI 21160 16S ribosomal RNA, partial sequence
unassigned_109,gi|602269352|ref|NR_044733.2|,113,63,96.460,2.38e-47,531,Polaribacter irgensii strain 23-P 16S ribosomal RNA, partial sequence
unassigned_109,gi|219846450|ref|NR_026041.1|,113,63,95.575,2.90e-46,53483,Polaribacter filamentus strain 215 16S ribosomal RNA, partial sequence
unassigned_109,gi|1384992290|ref|NR_156039.1|,113,63,95.575,1.01e-45,1774273,Polaribacter vadi strain LPB0003 16S ribosomal RNA, partial sequence
unassigned_109,gi|1491509602|ref|NR_159133.1|,113,63,95.575,1.01e-45,1920034,Polaribacter tangerinus strain WS2-14 16S ribosomal RNA, partial sequence
unassigned_109,gi|1397641861|ref|NR_156971.1|,113,63,95.575,1.01e-45,1908341,Polaribacter litorisediminis strain OITF-11 16S ribosomal RNA, partial sequence
unassigned_110,gi|636559877|ref|NR_115937.1|,245,96,69.796,1.16e-21,171283,Mycoplasma cricetuli strain CH 16S ribosomal RNA, partial sequence.
unassigned_110,gi|219857600|ref|NR_025188.1|,245,96,69.388,4.92e-20,171290,Mycoplasma oxoniensis strain 128 16S ribosomal RNA, partial sequence
unassigned_110,gi|219857590|ref|NR_025178.1|,247,96,69.231,1.72e-19,171281,Mycoplasma citelli strain RG-2C 16S ribosomal RNA, partial sequence.
unassigned_110,gi|219846087|ref|NR_025677.1|,248,96,69.355,7.30e-18,215578,Entomoplasma somnilux strain PYAN-1 16S ribosomal RNA, partial sequence
unassigned_110,gi|265678477|ref|NR_028780.1|,257,100,68.872,2.55e-17,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_110,gi|219857403|ref|NR_024991.1|,253,98,68.775,3.11e-16,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_110,gi|1520188691|ref|NR_159905.1|,248,97,68.145,1.08e-15,1776760,Proteiniborus indolifex strain BA2-13 16S ribosomal RNA, partial sequence
unassigned_110,gi|219846377|ref|NR_025968.1|,248,96,68.145,3.78e-15,39047,Mycoplasma sturni strain UC/MF 16S ribosomal RNA, partial sequence.
unassigned_110,gi|545589124|ref|NR_044718.2|,250,96,68.800,1.32e-14,1519,Clostridium tyrobutyricum strain ATCC 25755 16S ribosomal RNA, partial sequence
unassigned_110,gi|1018196573|ref|NR_136452.1|,250,96,68.800,1.32e-14,1157315,Clostridium kogasensis strain YHK0403 16S ribosomal RNA, partial sequence
unassigned_111,gi|343198433|ref|NR_041814.1|,252,98,73.016,5.56e-32,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_111,gi|219857544|ref|NR_025132.1|,252,98,72.619,1.94e-31,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_111,gi|602269297|ref|NR_044848.2|,252,98,72.619,6.78e-31,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_111,gi|959494919|ref|NR_133783.1|,252,98,72.619,2.36e-30,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_111,gi|566085154|ref|NR_108887.1|,252,98,72.619,2.36e-30,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_111,gi|219846518|ref|NR_026110.1|,252,98,72.619,2.36e-30,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_111,gi|343198434|ref|NR_041815.1|,252,98,72.619,2.36e-30,421,Methylomonas methanica strain S1 16S ribosomal RNA, partial sequence
unassigned_111,gi|265678477|ref|NR_028780.1|,255,100,72.157,2.36e-30,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_111,gi|265678934|ref|NR_029242.1|,252,98,72.619,2.36e-30,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_111,gi|343202956|ref|NR_043450.1|,252,98,72.222,2.88e-29,81932,Methylomicrobium japanense strain NI 16S ribosomal RNA, partial sequence
unassigned_112,gi|959494963|ref|NR_133820.1|,256,100,80.469,1.70e-57,1333662,Polaribacter atrinae strain WP25 16S ribosomal RNA, partial sequence
unassigned_112,gi|1491521050|ref|NR_159336.1|,256,100,80.469,1.70e-57,2022337,Polaribacter staleyi strain 10Alg 139 16S ribosomal RNA, partial sequence
unassigned_112,gi|566085325|ref|NR_109324.1|,256,100,80.469,1.70e-57,985043,Polaribacter sejongensis strain KOPRI 21160 16S ribosomal RNA, partial sequence
unassigned_112,gi|566084931|ref|NR_108475.1|,258,100,79.845,2.52e-55,669041,Tenacibaculum dicentrarchi strain 35/09 16S ribosomal RNA, partial sequence
unassigned_112,gi|219846368|ref|NR_025959.1|,256,100,79.688,8.81e-55,1248440,Polaribacter franzmannii ATCC 700399 strain 301 16S ribosomal RNA, partial sequence
unassigned_112,gi|343198523|ref|NR_042779.1|,255,99,80.000,3.07e-54,218490,Polaribacter butkevichii strain KMM 3938 16S ribosomal RNA, partial sequence
unassigned_112,gi|602269352|ref|NR_044733.2|,256,100,79.297,1.07e-53,531,Polaribacter irgensii strain 23-P 16S ribosomal RNA, partial sequence
unassigned_112,gi|1384992290|ref|NR_156039.1|,256,100,79.297,3.74e-53,1774273,Polaribacter vadi strain LPB0003 16S ribosomal RNA, partial sequence
unassigned_112,gi|1491509602|ref|NR_159133.1|,256,100,79.297,3.74e-53,1920034,Polaribacter tangerinus strain WS2-14 16S ribosomal RNA, partial sequence
unassigned_112,gi|1397641861|ref|NR_156971.1|,256,100,79.297,3.74e-53,1908341,Polaribacter litorisediminis strain OITF-11 16S ribosomal RNA, partial sequence
unassigned_113,gi|343198433|ref|NR_041814.1|,252,98,74.603,2.07e-37,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_113,gi|219857544|ref|NR_025132.1|,252,98,74.206,7.23e-37,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_113,gi|219857403|ref|NR_024991.1|,252,98,73.810,1.07e-34,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_113,gi|265678934|ref|NR_029242.1|,252,98,73.810,1.07e-34,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_113,gi|602269297|ref|NR_044848.2|,252,98,73.413,1.31e-33,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_113,gi|959494919|ref|NR_133783.1|,252,98,73.413,4.57e-33,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_113,gi|566085154|ref|NR_108887.1|,252,98,73.413,4.57e-33,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_113,gi|219846518|ref|NR_026110.1|,252,98,73.413,4.57e-33,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_113,gi|636560337|ref|NR_116397.1|,252,98,73.413,4.57e-33,525917,Thiothrix lacustris strain BL 16S ribosomal RNA, partial sequence
unassigned_113,gi|343198434|ref|NR_041815.1|,252,98,73.413,4.57e-33,421,Methylomonas methanica strain S1 16S ribosomal RNA, partial sequence
unassigned_114,gi|343198433|ref|NR_041814.1|,252,98,74.206,8.81e-36,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_114,gi|219857544|ref|NR_025132.1|,252,98,73.810,3.08e-35,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_114,gi|219857403|ref|NR_024991.1|,252,98,73.413,4.57e-33,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_114,gi|265678934|ref|NR_029242.1|,252,98,73.413,4.57e-33,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_114,gi|602269297|ref|NR_044848.2|,252,98,73.016,5.56e-32,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_114,gi|959494919|ref|NR_133783.1|,252,98,73.016,5.56e-32,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_114,gi|566085154|ref|NR_108887.1|,252,98,73.016,5.56e-32,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_114,gi|219846518|ref|NR_026110.1|,252,98,73.016,5.56e-32,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_114,gi|636560337|ref|NR_116397.1|,252,98,73.016,5.56e-32,525917,Thiothrix lacustris strain BL 16S ribosomal RNA, partial sequence
unassigned_114,gi|343198434|ref|NR_041815.1|,252,98,73.016,5.56e-32,421,Methylomonas methanica strain S1 16S ribosomal RNA, partial sequence
unassigned_115,gi|699005359|ref|NR_126228.1|,246,96,72.358,6.37e-25,1073325,Salegentibacter echinorum strain HD4 16S ribosomal RNA, partial sequence
unassigned_115,gi|219857403|ref|NR_024991.1|,246,96,71.545,2.22e-24,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_115,gi|636559435|ref|NR_115494.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_115,gi|343206109|ref|NR_044698.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_115,gi|631251778|ref|NR_112976.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain NBRC 14945 16S ribosomal RNA, partial sequence
unassigned_115,gi|636559444|ref|NR_115503.1|,247,97,70.850,2.71e-23,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_115,gi|343202686|ref|NR_043099.1|,246,96,71.545,3.30e-22,287099,Salegentibacter flavus strain Fg 69 16S ribosomal RNA, partial sequence
unassigned_115,gi|343198865|ref|NR_043907.1|,246,96,71.545,3.30e-22,390640,Salinimicrobium catena strain HY1 16S ribosomal RNA, partial sequence
unassigned_115,gi|636559447|ref|NR_115506.1|,242,95,70.661,3.30e-22,33036,Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence
unassigned_115,gi|1491509603|ref|NR_159134.1|,247,96,71.255,3.30e-22,1834927,Kordia zosterae strain ZO2-23 16S ribosomal RNA, partial sequence
unassigned_116,gi|219857403|ref|NR_024991.1|,234,100,70.513,1.55e-19,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_116,gi|343201557|ref|NR_042283.1|,234,100,70.085,6.57e-18,282199,Nereida ignava strain 2SM4 16S ribosomal RNA, partial sequence
unassigned_116,gi|636559837|ref|NR_115897.1|,234,100,70.085,6.57e-18,282199,Nereida ignava strain CECT5292 16S ribosomal RNA, partial sequence
